"","X.Bacteroides..pectinophilus.group","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","Acetanaerobacterium","Acetitomaculum","Acidaminococcus","Acidipropionibacterium","Acinetobacter","Actinomyces","Actinotignum","Adlercreutzia","Aerosphaera","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Burkholderia.Caballeronia.Paraburkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG.352","CAG.56","CAG.873","Caldicoprobacter","Campylobacter","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","CHKCI001","CHKCI002","Christensenella","Christensenellaceae.R.7.group","Citrobacter","Cloacibacillus","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.3","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Corynebacterium","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.006","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fastidiosipila","FD2005","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia.Obesumbacterium","Harryflintia","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Jonquetella","Kandleria","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.FE2018.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lachnotalea","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Lentilactobacillus","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Microbacterium","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Murimonas","Negativibacillus","Negativicoccus","NK4A214.group","Oceanobacillus","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenibacillus","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.Ga6A1.group","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Propionibacterium","Proteus","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudoscardovia","Pseudoxanthomonas","Pygmaiobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rikenella","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Sanguibacteroides","Scardovia","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solibacillus","Solobacterium","Staphylococcus","Stenotrophomonas","Streptococcus","Streptomyces","Subdoligranulum","Sutterella","Synergistes","Terrisporobacter","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.007","UCG.008","UCG.009","V9D2013.group","Varibaculum","Veillonella","Victivallis","W5053","Weissella","status"
"SRR10911385",0,2,0,7233,0,441,20,0,0,5,167,309,195,0,1671,3,0,0,0,0,0,0,83,0,0,0,2450,0,0,0,5,0,4,0,0,0,0,2326,18,0,42,0,0,0,0,0,0,49744,0,12,0,3259,0,0,274,0,0,1528,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,346,0,0,1596,0,276,1653,0,0,0,3003,0,0,19,0,0,39,0,136,0,0,0,2465,2,47,61,0,0,0,200,0,0,0,11,53,0,117,0,0,0,10591,0,0,252,21,0,0,0,19,109,49,5,222,0,0,0,76,11,0,23,0,4,0,17,0,8,0,0,0,102,561,0,0,45,620,698,0,255,0,0,148,2332,0,1148,0,227,0,12,399,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,722,0,0,0,426,3,3275,0,184,0,0,212,143,125,0,8,0,2954,556,0,0,0,0,0,0,17,0,14463,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,57,3519,7,0,14001,0,0,0,0,0,120,0,0,0,2285,0,476,0,7391,0,0,0,0,8,0,0,122,0,6858,3309,0,1704,7,0,0,0,0,254,0,0,0,"Control"
"SRR10911386",0,2,5,215,0,519,0,0,0,405,0,53,0,105,117,0,0,0,0,0,8,0,0,0,1960,569,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32922,0,557,0,1514,0,0,94,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,23,0,0,0,0,0,18,0,63,0,0,0,0,319,0,0,0,0,0,0,0,0,199,0,0,77,45,39,144,0,0,0,0,0,0,0,0,63,0,55358,0,0,0,3078,0,11,0,0,0,0,0,5,75,219,0,155,0,0,0,0,0,4,0,7,7,0,0,0,4,0,0,17,36,3,0,0,162,393,563,0,0,0,0,0,80,0,0,0,18,0,21,19,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,244,0,0,319,34,0,0,0,0,503,0,0,0,0,0,0,0,0,0,3813,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6947,0,0,0,0,0,0,0,0,0,0,62,0,0,877,0,0,0,88,0,19,0,0,0,0,0,48,0,140,0,0,0,11,0,0,0,117,52,350,0,0,21,0,0,0,0,0,6,0,0,0,"Control"
"SRR10911387",0,0,2,46,0,19,0,0,0,0,0,0,0,555,110,6,0,45,0,0,101,0,0,0,127,0,834,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,11732,0,11811,11,384,0,0,84,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,252,0,0,0,112,492,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,73496,5,0,0,0,0,6,0,0,0,0,0,6,141,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,1603,0,0,0,0,0,0,21,0,0,0,0,0,0,147,0,0,0,26,0,0,0,0,0,0,0,3629,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,237,0,0,0,6,0,2323,0,0,213,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,2,0,0,0,0,0,0,16,0,0,0,0,1356,0,815,0,0,0,46,0,558,0,34,0,0,0,0,2,0,0,32,0,0,9153,0,0,0,"PD"
"SRR10911388",0,0,0,2244,0,145,0,0,0,0,0,0,0,14,292,0,0,0,0,3636,20,0,0,0,413,0,0,0,0,0,10,0,0,0,0,0,0,221,70,0,0,0,0,0,0,0,14,18125,3,0,0,745,0,0,67,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15174,0,0,0,370,55,0,0,0,39,0,0,0,0,0,0,0,0,548,0,0,21,50,30,39,0,0,0,0,0,0,0,0,41,0,39194,0,13,0,4596,0,2,0,0,0,0,258,0,74,0,34,128,0,0,0,10,0,0,0,0,6,0,0,0,5,0,2,0,31,53,0,0,2450,966,0,0,11,0,0,408,1206,0,20,0,244,0,14,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,12,0,0,2,0,0,0,0,0,492,0,0,25,0,0,0,0,0,0,0,0,0,19,23,0,0,0,3877,80,66,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,457,2,0,1353,0,0,0,0,0,0,0,35,0,0,0,133,0,2589,0,0,0,20,0,15,0,9,0,332,0,0,29,0,0,0,0,13,289,0,0,0,"PD"
"SRR10911389",0,0,0,30,0,140,0,0,0,39,42,37,0,26,200,0,0,0,0,0,0,0,0,0,2755,400,196,0,0,0,0,0,0,0,0,0,0,84,11,0,0,0,0,0,0,0,0,3680,0,125,197,308,0,0,75,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,38,0,0,0,0,0,0,0,0,490,4,0,351,20,0,0,0,0,0,0,0,0,0,6,60,0,221,0,0,0,1021,0,0,0,0,0,0,0,0,42,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,75,50,0,0,0,0,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,109,0,0,0,67,0,0,121,60,0,0,0,0,948,0,0,388,0,0,0,27,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,60,0,0,636,0,0,0,0,0,0,0,0,0,0,0,9,0,636,0,0,0,0,0,0,0,11,0,30,0,0,171,0,0,0,0,0,0,0,0,0,"Control"
"SRR10911390",0,0,30,0,7,3343,44,0,0,290,0,0,45,0,1241,22,0,0,0,0,17,0,247,0,1520,65,1438,0,0,0,6,0,0,0,0,0,0,1059,46,0,0,0,0,0,0,0,0,17818,0,185,0,3721,0,0,81,0,0,0,0,0,0,0,9,14,0,0,0,133,0,0,0,0,0,4,136,0,0,0,338,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,283,17,85,41,0,0,0,350,0,0,0,0,126,0,60369,16,0,0,2756,0,30,7,4,0,0,0,3,351,408,0,1853,0,0,28,0,0,0,9,0,0,0,0,0,0,0,0,47,215,418,0,0,131,658,0,0,0,0,0,98,275,0,0,0,0,0,40,175,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,867,0,0,0,62,0,0,0,0,0,0,2031,107,0,0,24,0,694,0,0,0,0,0,0,0,0,0,5945,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,7,0,0,0,0,0,6,0,16,0,0,0,0,0,2681,0,7,0,0,0,113,0,0,0,339,0,5,0,0,5,0,0,0,0,0,34,0,0,0,"Control"
"SRR10911391",0,6,0,72,7,1000,0,0,0,292,137,130,0,0,1338,0,0,7,0,0,25,0,36,0,1533,2052,2747,0,0,0,38,15,11,0,0,0,0,635,235,0,46,0,0,0,0,0,0,25781,0,2672,395,3323,0,0,108,188,0,0,31,0,0,14,45,0,0,0,0,0,0,0,0,0,0,3245,0,696,3346,0,278,1695,0,0,24,548,0,0,522,0,0,26,0,228,37,0,0,252,50,0,546,0,0,0,0,2,0,0,23,17,0,1213,5,56,0,15772,0,5,57,12,28,0,467,21,80,60,15,588,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,294,0,535,4,0,66,348,442,0,29,0,0,0,475,74,23,0,6,0,40,7,0,0,0,3,7,0,0,9,0,0,0,0,0,0,0,114,0,0,0,2113,287,0,0,0,15,3,267,0,17,0,0,0,955,0,658,0,0,164,29,68,0,74,7,932,0,0,1382,0,0,0,34,67,0,5512,0,0,112,214,53,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,38,372,11,388,5963,21,0,0,0,0,47,10,0,0,765,0,314,0,2508,0,0,0,32,0,0,0,178,0,6567,875,0,1745,13,0,25,0,8,0,0,0,0,"PD"
"SRR10911392",0,29,25,14,0,1680,0,0,0,0,0,0,0,714,330,8,0,13,0,0,76,0,37,0,2480,655,8560,0,0,0,0,0,8,0,0,0,0,1251,63,0,65,0,0,0,0,0,0,76541,0,3435,545,4802,0,0,293,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,2263,1347,0,10,1145,0,0,0,0,5,0,0,0,217,1277,0,15,1337,244,44,168,0,0,0,18,0,0,0,0,0,0,3619,0,0,0,5137,0,0,13,24,0,0,0,0,1516,32,0,0,1303,0,0,0,0,8,0,67,0,0,0,0,0,0,0,2354,43,527,0,0,1251,4134,61,0,0,0,0,0,154,0,0,0,0,0,153,256,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6135,0,6,0,0,0,0,0,0,0,24,0,0,181,0,0,0,794,0,0,1879,0,0,0,8,0,5694,1063,0,142,0,35,0,0,0,0,10,44,0,0,11,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,58,774,112,0,0,0,0,0,541,0,22,0,0,0,16,0,2584,0,502,2807,0,0,0,9,66,224,162,0,1340,0,0,0,0,3,11,0,0,42,0,0,0,"PD"
"SRR10911393",0,0,0,0,0,133,136,0,0,47,24,15,66,56,151,5,0,0,0,0,0,0,24,0,3921,22,413,0,0,0,0,9,0,0,0,0,0,46,5,0,45,0,0,0,0,0,8,32861,0,487,211,258,0,0,43,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,100,0,28,12,0,259,199,0,0,0,121,0,0,24,0,0,10,0,0,0,0,0,240,34,9,0,0,0,0,0,0,0,0,0,0,0,24346,3,0,0,1574,0,0,30,5,0,0,11,0,93,8,0,166,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,679,858,94,0,0,0,0,65,24,0,4,0,11,0,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,0,0,32,0,0,0,30,0,118,0,2093,0,0,707,52,0,0,0,0,2370,596,0,1354,0,0,0,0,6,0,7643,8,0,4,7,0,0,0,0,0,0,0,0,0,0,42358,0,0,0,0,0,0,0,0,0,6,33,0,0,1724,0,0,0,0,0,0,0,0,0,0,0,10,0,934,0,0,0,18,28,160,0,41,0,397,40,0,149,0,0,3,0,0,0,0,0,0,"Control"
"SRR10911394",0,0,29,0,0,0,9,0,0,0,0,0,0,21,464,0,0,830,60,7,401,0,0,0,8,444,73,0,0,0,9268,0,0,0,0,0,0,0,5,0,0,0,0,0,0,153,0,624,142,1207,0,32,0,0,8,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,255,0,3,0,32,0,0,869,0,0,0,0,0,644,0,22,0,3,35,383,0,0,0,414,0,0,0,0,0,0,500,6,10925,0,0,0,0,369,3,8445,0,30004,6622,29,37,16,0,5,276,0,0,0,0,0,0,0,0,0,0,0,17,4,17,0,8,71,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,135,0,0,0,4118,0,0,0,0,0,0,0,0,115,4137,0,2192,0,0,0,0,865,1259,0,6,413,0,0,1057,19,0,11,22,0,13,0,0,0,0,0,129,5,0,49,0,172,0,974,27998,179,9,0,0,15757,3677,559,0,0,0,0,0,0,48,0,0,6,0,0,8,183,0,0,0,0,0,0,0,0,0,0,1635,0,0,0,0,0,31,0,0,234,0,1865,0,194,5,0,0,0,11,0,0,489,0,123,0,0,16,0,0,0,0,1116,163,0,1578,0,"PD"
"SRR10911395",0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,339,0,0,16,0,0,6,2,3,88,0,0,0,18,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,0,5661,24,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,7,0,0,0,0,0,0,125,0,0,0,0,0,0,57660,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9436,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,19,0,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,4652,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,22,0,444,0,677,0,0,0,0,0,0,0,0,0,0,0,0,5264,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,"PD"
"SRR10911396",0,28,12,0,0,0,0,0,0,0,0,0,0,1338,639,9,0,0,0,0,37,0,0,0,0,8778,913,0,0,0,48,0,0,32,0,0,10,95,13,0,0,0,0,0,0,0,0,40020,0,4382,45,902,0,0,128,0,0,0,0,0,0,0,33,0,0,0,16,0,0,0,0,0,0,0,0,0,3648,0,54,215,0,0,37,0,0,0,0,0,0,0,0,42,0,2,0,0,0,34,113,0,0,0,293,0,0,0,5,0,0,52553,15,27,0,0,0,0,5,0,0,0,39,8,728,0,0,98,435,3,0,0,0,7,9,21,19,0,0,0,0,0,0,64,118,21,0,0,879,961,94,0,0,0,0,0,105,0,0,0,18,0,46,111,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549,0,0,0,0,0,0,0,0,30,0,7,0,0,0,0,0,0,0,0,66,0,0,0,0,0,4763,0,0,360,0,0,1174,14,106,10,13003,6,0,111,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,182,29,59,0,0,0,0,0,14,0,0,0,0,0,0,0,840,0,7,12,0,0,23,0,164,0,370,49,0,0,0,0,0,0,0,0,0,14487,0,12,0,"Control"
"SRR10911397",0,0,0,0,37,447,487,0,0,0,0,184,0,0,1085,0,0,0,0,0,0,0,0,0,2407,898,3266,0,0,0,3,0,6,91,0,0,0,28,83,0,22,0,0,0,0,4,0,53933,875,1405,359,3175,0,0,0,307,0,0,0,0,0,217,0,0,5,0,0,4,596,0,0,0,0,83,0,7445,13,0,433,0,0,0,0,216,0,0,36,0,0,22,0,332,10,0,0,1955,0,38,164,0,0,0,0,0,0,0,0,0,0,31441,0,0,0,16,0,0,47,0,0,0,0,0,153,0,0,0,0,0,0,0,74,0,13,0,33,0,87,0,0,107,0,105,17,191,0,0,1624,447,3785,0,18,0,0,0,153,0,20,0,113,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754,0,0,0,0,4,0,0,0,0,0,0,0,843,0,0,0,0,311,3187,0,0,9,14,2422,0,0,0,0,0,0,66,0,0,918,0,10113,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,977,7,3,2677,5,0,5,0,0,0,0,0,0,6,0,171,0,1163,0,0,0,0,0,0,0,1006,0,1393,0,0,255,0,0,43,0,0,175,0,0,0,"PD"
"SRR10911398",0,0,0,684,0,245,21,0,480,699,286,58,20,0,2658,6,0,4224,0,0,51,0,35,0,3272,7621,4801,0,0,0,9,0,5,0,0,0,0,159,36,12,74,0,0,0,0,0,0,43914,0,3217,803,1323,0,0,706,1166,0,4755,102,0,0,0,0,0,0,0,0,0,0,0,0,0,11,328,44,0,401,0,278,1459,0,0,59,1729,0,0,38,0,0,11,0,180,3500,0,0,1465,52,8,21,0,0,0,16,39,0,0,7,0,0,6952,10,26,0,13969,0,0,107,26,0,0,127,0,281,52,503,145,0,0,0,125,0,0,0,14,0,0,0,0,14,265,0,117,221,826,0,0,0,340,103,0,69,0,0,251,1319,0,421,0,47,0,55,127,0,530,0,4,0,0,0,0,0,0,0,84,739,0,0,282,0,0,0,1045,7,0,0,0,0,0,75,0,0,0,93,0,1828,0,744,0,0,949,328,98,0,56,20,3319,0,0,315,0,0,33,0,4,0,12944,17,0,10,22,0,6956,0,0,0,0,21,0,0,46,0,0,0,36,0,0,0,0,0,0,689,599,3,16,4728,2,0,0,53,0,0,0,0,0,8,0,1128,0,3276,824,0,208,0,435,0,0,306,21,8130,1196,0,2522,23,0,71,0,0,304,20,0,0,"PD"
"SRR10911399",0,0,0,0,0,567,3,0,2296,0,122,1675,183,0,1658,7,0,567,0,0,65,0,37,0,6408,260,2632,8,0,0,28,0,0,0,0,0,0,205,17,0,91,0,0,0,0,0,0,82785,1889,1970,0,5318,0,0,814,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,97,0,500,256,0,0,0,887,0,0,0,0,0,13,0,383,2482,0,0,1296,35,51,70,0,0,0,1179,0,0,0,4,0,0,68705,0,5,0,9744,0,0,25,0,0,0,0,20,182,30,12,1059,0,0,0,8,0,0,8,0,456,0,0,0,0,0,0,0,12,317,0,0,55,1034,3155,0,0,0,0,0,2251,0,240,0,0,0,12,39,0,11,110,0,45,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,101,0,216,0,335,0,0,284,97,0,0,20,0,3587,0,0,0,0,0,0,0,30,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3695,0,0,2805,0,0,0,18,0,10,0,0,0,0,0,701,0,2984,10,0,0,63,50,0,0,26,0,763,765,0,49,0,0,0,0,0,112,0,0,0,"PD"
"SRR10911400",0,0,0,0,0,0,0,0,0,0,0,0,41,29,167,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,34,8,18,91,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5034,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1819,0,0,41,0,0,0,0,0,0,285,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR10911401",0,0,5,3417,15,847,32,0,0,0,214,1417,515,117,841,21,0,6866,0,0,66,0,64,0,4593,2712,4377,0,0,0,0,0,7,0,0,0,0,2394,16,0,448,0,0,0,0,0,0,50584,1870,4047,350,4921,0,0,779,542,0,0,76,0,0,0,35,0,0,0,4,4,0,0,0,0,0,529,0,0,4232,0,311,658,0,0,0,0,0,0,0,13,0,58,0,0,3,13,0,1235,134,30,19,0,0,0,3208,0,0,0,0,88,0,372,4,0,0,13606,0,0,103,101,0,0,0,3,233,24,28,1585,0,0,0,78,0,5,0,14,776,0,11,0,19,0,0,95,1490,568,0,0,169,1911,2289,0,67,0,0,327,365,0,301,0,56,0,64,88,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,74,0,5,0,0,0,0,0,0,0,0,226,0,0,0,297,0,148,0,434,0,0,516,277,0,0,45,0,4642,276,0,1228,0,0,0,0,4,0,11582,25,0,2,0,7,2,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3023,651,22,0,5134,0,0,0,12,0,23,0,0,0,0,0,3685,0,2309,0,0,3299,230,1311,0,0,293,18,7565,531,0,1640,0,19,16,0,0,2779,0,0,30,"PD"
"SRR10911402",0,0,0,0,0,1637,102,0,0,0,99,0,8,106,1945,8,0,0,0,0,46,0,129,0,8684,2025,15933,0,0,0,14,22,5,0,0,0,0,2136,29,0,54,0,0,0,0,0,0,22130,3,9,83,6297,0,0,468,3,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,22,123,0,349,7,0,1294,1666,0,0,0,0,0,0,0,7,0,49,0,1391,49,3,0,80,279,30,108,0,0,0,0,0,0,0,64,2,0,47,0,36,0,469,0,5,277,152,0,0,0,10,1121,25,78,0,29,0,0,0,13,14,32,25,3,0,28,0,12,0,0,61,5,1272,0,0,0,5696,265,0,49,0,0,337,354,0,34,0,0,0,46,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,13,0,103,0,0,0,796,0,3681,0,396,0,0,3088,2632,48,0,0,0,4622,534,0,18,0,0,0,0,16,0,14239,70,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,669,0,0,979,6,0,0,8,0,9,0,0,0,0,0,146,0,139,0,0,0,41,0,2197,0,105,31,19,0,0,20,10,0,0,0,0,19,0,0,0,"Control"
"SRR10911403",0,0,0,3311,0,15,65,0,0,1615,0,0,791,0,46,16,0,43464,0,0,38,0,166,0,110,7291,41311,0,0,0,0,40,0,0,0,0,0,678,2867,0,0,0,0,0,0,0,13,91231,6763,3558,254,2958,0,0,343,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,84,0,0,477,0,367,2849,0,0,7,5015,0,0,6,0,266,0,321,0,75,0,13,68,101,0,86,0,0,0,0,0,0,0,0,0,0,536,23,8,0,3244,0,0,58,0,0,0,0,0,19,0,0,210,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,46,25,572,0,0,171,1068,237,0,13,0,0,0,2488,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,161,44,0,0,0,157,0,11166,12,1292,0,0,287,0,0,0,7,0,2869,0,0,1882,0,0,0,216,13,0,19507,0,113,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,5404,0,0,0,0,0,0,0,189,6,7059,0,0,763,0,0,0,0,0,21,0,0,0,"PD"
