"","X.Bacteroides..pectinophilus.group","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","Acetanaerobacterium","Acetitomaculum","Acidaminococcus","Acidipropionibacterium","Acinetobacter","Actinomyces","Actinotignum","Adlercreutzia","Aerosphaera","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Burkholderia.Caballeronia.Paraburkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG.352","CAG.56","CAG.873","Caldicoprobacter","Campylobacter","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","CHKCI001","CHKCI002","Christensenella","Christensenellaceae.R.7.group","Citrobacter","Cloacibacillus","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.3","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Corynebacterium","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.006","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fastidiosipila","FD2005","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia.Obesumbacterium","Harryflintia","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Jonquetella","Kandleria","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.FE2018.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lachnotalea","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Lentilactobacillus","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Microbacterium","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Murimonas","Negativibacillus","Negativicoccus","NK4A214.group","Oceanobacillus","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenibacillus","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.Ga6A1.group","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Propionibacterium","Proteus","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudoscardovia","Pseudoxanthomonas","Pygmaiobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rikenella","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Sanguibacteroides","Scardovia","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solibacillus","Solobacterium","Staphylococcus","Stenotrophomonas","Streptococcus","Streptomyces","Subdoligranulum","Sutterella","Synergistes","Terrisporobacter","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.007","UCG.008","UCG.009","V9D2013.group","Varibaculum","Veillonella","Victivallis","W5053","Weissella","status"
"SRR10911404",0,0,0,0,965,0,207,0,0,0,0,0,7,0,8158,30,0,1899,0,0,0,0,0,0,0,3651,642,0,0,0,18,44,6,0,0,0,0,0,236,0,0,0,0,0,0,0,0,28081,5,2981,0,84,0,0,30,494,0,0,0,0,0,25,0,381,0,0,0,0,0,0,0,0,0,88,0,0,20850,0,89,0,0,0,0,167,0,0,0,0,0,42,0,0,0,0,0,0,0,214,164,0,0,0,313,0,0,0,11,0,0,23842,47,0,0,14,0,23,290,9,0,0,28,0,1803,755,398,0,0,3,0,897,0,0,29,0,0,0,0,0,4,0,0,890,0,4223,0,0,0,3807,0,0,5,0,0,0,32,0,0,0,0,0,43,121,0,43,0,0,0,0,0,3,0,0,0,0,0,0,0,483,0,0,64,0,0,0,0,0,2,0,0,0,0,809,0,0,201,0,2,0,0,2124,0,0,0,4,0,10011,0,0,333,0,15,0,0,5,7,10032,0,0,67,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3890,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,1550,0,31,0,0,18,0,0,816,0,925,0,0,0,0,2240,0,0,0,0,0,224,0,0,0,"PD"
"SRR10911405",0,0,3,588,11,78,33,0,0,847,90,0,113,43,3097,3,0,4210,0,0,13,0,34,0,770,5,4071,5,0,0,13,4,3,0,0,0,0,46,0,0,72,0,0,0,0,0,0,19370,1337,239,24,2368,0,0,831,474,0,0,1130,0,0,0,0,0,0,0,0,23,39,0,0,0,7,31,0,0,5,0,113,597,0,0,0,350,0,0,10,0,0,3,0,0,0,0,0,268,8,12,7,0,0,0,11,0,0,0,0,10,0,59772,0,22,0,5410,0,3,86,19,5,0,67,13,58,51,7,31,0,0,0,0,0,0,0,14,2,0,0,52,0,116,0,0,0,41,0,0,1146,778,0,0,10,0,0,78,504,0,0,0,0,0,19,118,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24,0,2044,0,273,0,0,0,0,0,0,33,0,3,0,451,0,542,0,1052,0,0,604,0,0,0,3,15,2994,0,0,33,0,0,0,124,13,0,1051,0,0,121,23,908,1002,0,0,0,0,3,0,0,22,872,0,0,0,0,0,0,0,0,0,0,326,31,0,3538,0,0,4,18,0,12,7,0,0,0,0,982,0,19938,0,0,0,0,0,0,0,429,0,2063,167,0,563,79,24,6,0,0,0,8,0,0,"Control"
"SRR10911406",0,0,24,0,13,74,294,0,0,0,35,0,0,5663,9538,0,0,0,0,0,0,30,0,0,4017,196,3113,0,0,0,63,31,0,22,0,0,0,23,103,4,13,0,0,0,0,0,0,72145,0,15,212,1163,0,0,48,0,0,165,0,0,0,0,28,0,26,0,0,0,0,0,0,0,0,498,741,0,99,0,1277,0,0,9,0,0,0,0,111,0,0,130,0,1167,678,0,0,178,0,369,6374,0,0,0,42,6,0,0,0,90,0,26,29,5,0,37,0,47,22,4,4,0,99,28,923,2587,135,0,0,0,0,25,24,0,7,0,16,0,0,0,8,0,0,2239,84,1029,0,0,0,3421,15,0,31,0,0,0,298,0,0,0,0,0,26,182,0,9,0,13,0,0,0,28,0,0,0,0,0,0,0,84,0,0,0,101,0,0,0,0,4,0,16,0,0,0,20,3,437,0,0,0,0,639,389,11,0,23,0,6676,0,0,296,0,43,0,4,102,0,12,4,0,20,53,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,50,552,0,256,137,0,0,0,29,0,0,0,0,0,0,0,182,0,530,0,0,0,8,215,760,0,1275,0,1066,0,0,2138,0,0,0,0,17,4,3,0,0,"PD"
"SRR10911407",0,0,0,2527,0,436,0,0,0,0,50,0,0,246,206,4,0,0,0,0,3,0,0,0,0,2992,1325,0,0,0,0,0,0,0,0,0,10,456,7,0,0,0,0,0,0,0,2222,74132,0,1053,358,1212,0,0,95,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,206,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,358,26,29,244,0,0,0,100,0,0,0,5,0,0,31711,0,0,0,2280,0,0,0,18,0,0,0,5,352,12,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,108,0,0,14890,1834,0,0,0,0,0,0,17,0,0,0,0,0,34,36,0,0,0,0,23,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,93,3,0,0,0,0,0,518,0,0,0,8,0,708,0,0,1706,0,0,0,0,9,0,12350,10,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,64,0,17,0,0,0,0,0,249,0,226,0,0,0,0,0,20,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR10911408",0,0,0,0,0,0,0,0,0,0,0,117,0,342,1939,5,0,0,0,0,0,0,0,0,395,0,12961,0,0,0,0,0,6,0,0,0,7,576,37,0,0,0,0,0,0,0,0,38304,4,0,0,2941,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,24,0,711,0,0,0,0,0,0,0,0,0,0,19,0,0,652,0,5,0,80,64,857,0,0,0,44,0,0,0,65,0,0,54050,22,0,0,6163,0,63,67,7,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1061,0,0,0,1910,248,0,0,0,0,0,32,0,0,0,26,0,24,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,5,16,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,53,0,0,113,0,0,36,6,459,0,222,26,0,0,0,6,0,0,0,0,0,25,0,0,0,"PD"
"SRR10911409",0,0,0,1068,0,312,14,0,0,0,101,640,0,0,445,2,0,0,0,0,0,0,0,0,934,5779,1438,0,0,0,10,10,0,0,0,0,0,179,26,2,65,2,0,0,0,0,0,11982,1360,24,164,1587,28,0,51,357,0,0,58,0,0,0,15,0,0,0,0,0,0,0,0,0,0,885,1684,0,0,0,106,63,0,0,8,13,0,0,201,0,0,31,6,63,26,6,0,330,27,47,1226,0,0,0,7,0,0,0,0,18,0,42809,3,11,0,4350,0,0,35,11,3,0,116,0,41,0,62,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,209,0,0,0,110,27,4,10,0,0,26,728,0,88,0,4,0,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1161,147,0,0,0,0,0,112,0,9,0,97,0,1351,11,55,0,0,47,54,23,0,0,6,1270,0,0,239,0,0,0,0,15,0,4837,0,0,10,60,102,0,0,0,0,0,0,0,11,0,15207,0,0,0,0,0,0,0,0,0,43,276,0,51,157,2,0,0,0,0,0,0,0,0,0,0,94,0,1192,0,0,3,73,23,0,0,56,0,3406,504,0,222,9,0,29,0,0,8,0,0,0,"PD"
"SRR10911410",0,0,2,0,0,371,74,0,0,4175,177,0,403,1243,5328,12,0,0,0,0,12,0,109,0,1927,4577,3797,41,0,0,11,17,0,0,0,0,16,203,57,0,152,0,0,0,0,8,0,49754,2090,55,0,2048,0,0,310,0,0,0,0,0,0,6,14,0,0,0,2,30,0,0,0,0,0,9,0,0,0,0,1172,1838,0,0,0,434,0,0,36,26,0,6,0,63,83,0,0,360,18,100,459,0,0,0,0,0,0,0,66,0,0,919,0,9,0,0,0,4,144,0,0,0,22,52,819,30,99,1076,216,0,0,0,0,0,0,0,0,0,0,0,9,0,0,55,0,421,0,0,0,7796,1323,0,0,0,0,0,147,0,1010,0,0,0,102,262,0,38,0,897,13,0,0,0,0,0,0,0,0,0,0,100,0,8044,0,0,0,0,0,0,0,0,0,0,231,0,427,21,0,11073,877,0,0,1312,54,0,0,20,7,7236,472,0,0,0,0,0,0,76,0,14514,17,0,86,118,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,2834,21,0,1080,0,0,0,0,0,0,0,0,0,0,0,140,0,2546,357,0,0,8,0,5,0,447,0,0,0,0,0,0,0,0,0,0,43,0,0,0,"Control"
"SRR10911411",0,0,0,0,0,15,0,0,0,31,0,0,8,0,73,0,0,0,0,318,0,0,0,0,192,276,114,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2235,0,0,0,125,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,2030,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,11,0,0,0,0,24,0,0,0,0,0,224,0,0,298,0,0,0,0,0,0,86,0,0,0,25,0,142,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,23,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,21,0,108,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR10911412",0,0,0,0,16,0,0,0,0,0,0,0,0,4970,2154,17,0,3139,4,0,43,0,43,0,0,2,469,0,0,12,176,0,0,0,0,0,0,43,0,0,3,0,0,0,0,78,0,2256,0,43031,4,477,0,0,311,212,0,0,0,0,0,0,0,218,0,0,28,0,0,0,0,0,0,0,0,0,50,0,481,450,0,0,0,1068,0,0,1457,0,0,0,0,0,130,0,10,0,0,149,53,0,0,0,3209,0,0,0,0,0,0,23298,56,37,0,10,0,0,0,0,0,0,0,22,1272,0,0,0,6,0,0,0,0,40,0,0,0,0,0,0,4,0,29,69,7,0,0,0,563,1903,0,0,0,0,0,0,1742,0,0,0,0,0,73,64,0,0,0,6,0,0,0,105,0,0,0,0,0,0,0,0,0,16775,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,438,0,0,0,25,0,323,99,0,4,0,23,0,0,480,45,705,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,6,0,0,0,0,35,0,0,0,317,0,79,0,0,0,0,17,0,966,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PD"
"SRR10911413",0,0,56,0,7,54,0,0,0,0,4,0,0,303,403,2,0,2997,0,0,68,0,39,0,0,2094,1376,0,0,0,0,16,13,0,0,0,0,7,119,0,118,0,0,0,0,0,0,47208,0,19322,1784,1777,0,0,104,286,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,874,0,0,11,0,131,311,0,0,0,0,0,0,0,0,7,0,0,174,0,0,7,23,0,139,38,0,0,0,380,0,0,0,0,0,0,520,0,0,0,0,0,33,178,0,0,0,0,0,62,34,176,0,254,0,0,7,11,0,17,16,0,0,0,0,0,0,0,154,0,203,0,0,0,220,0,0,0,0,0,0,10,0,0,0,0,0,17,23,0,0,0,9,14,25,0,0,0,0,0,0,0,0,0,44,0,3,4,0,0,0,0,0,0,6,53,0,0,0,373,0,287,0,0,0,0,596,0,0,0,8,5,1948,0,0,3202,0,0,0,0,0,0,17166,0,15,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,106,0,0,0,0,0,0,0,6831,0,33,0,0,0,11,59,7,0,271,0,14905,413,0,605,0,0,0,0,0,3,0,0,0,"PD"
"SRR10911414",0,0,0,14,489,520,69,0,0,0,16,13,0,0,3680,3,0,534,0,0,8,0,33,0,290,37267,3483,0,0,0,13,0,0,0,0,0,0,75,627,0,34,0,0,0,0,0,0,35531,0,4,0,375,0,0,79,0,0,389,20,0,0,12,0,0,0,0,8,0,0,0,0,39,0,610,0,0,0,0,109,250,0,205,828,29,0,0,0,0,0,28,0,0,869,10,5,127,3,28,1811,0,0,0,0,0,0,0,0,0,0,627,7,22,0,1482,0,0,130,2,0,0,670,0,509,169,428,11,0,0,0,14,0,0,0,5,0,0,0,0,5,0,0,132,0,167,0,0,0,1424,11,76,13,0,0,0,604,0,0,0,0,0,5,129,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,24,0,1152,0,513,0,1513,0,0,734,0,0,0,0,6,2479,0,0,71,0,0,5,3,56,0,0,0,0,99,351,69,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,285,3290,0,74,89,19,0,0,223,0,16,0,0,0,0,0,49,0,4877,0,0,0,0,159,0,0,1300,0,3969,30,0,3161,0,0,3,0,0,0,0,13,0,"Control"
"SRR10911415",0,0,5,124,44,228,16,0,0,327,0,6,12,0,1685,0,0,0,0,0,5,0,51,0,0,32837,10036,0,0,0,25,9,0,0,0,0,0,401,338,0,8,0,0,0,0,0,0,28612,6095,0,69,1008,0,0,0,698,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,2482,0,0,267,0,111,833,0,15,5,171,0,0,264,0,0,42,0,0,50,46,0,221,14,165,184,0,0,0,0,0,0,0,9,0,0,18008,0,33,0,227,0,0,186,0,7,0,0,22,820,24,801,27,0,0,0,0,5,0,32,0,0,0,0,0,0,0,0,12,32,1966,0,0,0,492,931,0,15,0,0,0,22,0,0,0,4,0,24,26,0,34,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,10,0,143,0,979,0,1478,0,0,829,17,0,0,19,10,1680,0,0,1109,0,0,0,0,11,0,0,0,0,4,312,0,0,0,0,0,0,0,0,3,0,6,0,0,25,0,0,0,0,0,0,216,36,0,177,168,20,0,0,0,0,0,0,0,0,0,0,65,0,194,0,0,0,6,682,239,0,3251,18,4254,121,0,2573,0,0,7,0,37,0,0,0,0,"PD"
"SRR10911416",0,0,0,101,8,15,16,0,0,8,21,6,0,10,141,0,0,606,0,3,3,0,0,0,376,221,1248,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,6528,531,432,54,371,0,0,19,512,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,65,0,0,130,0,42,117,0,3,101,100,0,0,0,0,0,5,0,40,0,0,0,0,0,6,137,0,0,0,0,0,0,0,0,0,0,14941,2,0,0,94,0,0,0,0,0,0,0,0,65,56,40,17,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,47,37,99,0,0,42,150,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,315,0,350,0,0,217,0,0,0,3,0,1073,66,0,148,0,0,4,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39467,0,0,0,0,0,54,0,0,0,14,5,0,43,1017,0,0,0,10,0,0,15,0,0,0,0,15,0,211,9,0,0,0,15,0,0,242,13,417,0,0,290,0,0,0,0,0,3,0,0,0,"PD"
"SRR10911417",0,0,0,3349,6,497,17,0,0,74,0,136,18,0,1644,15,0,5574,0,0,30,0,60,0,962,1179,2282,0,0,0,0,0,3,0,0,0,0,1705,14,0,0,0,0,0,0,0,0,50012,6,895,0,1698,0,0,102,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,59,0,0,53,0,656,0,0,0,0,0,0,0,0,6,0,53,0,10,6026,3,0,105,84,76,399,0,0,0,31,0,0,0,0,174,0,90089,0,0,0,5407,0,0,6,9,0,0,0,0,628,212,19,332,0,0,0,7,0,0,3,0,12,0,13,0,22,0,0,212,0,276,0,0,61,1944,11,0,2,0,0,3,856,0,0,0,189,0,116,135,0,76,82,0,8,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,334,0,5,0,127,0,0,2126,295,0,0,0,4,8402,0,0,19,0,0,8,8,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,623,1357,8,0,1523,0,0,0,33,0,0,0,0,0,0,0,914,33,3471,25,0,0,0,0,168,47,307,0,1538,0,0,60,0,0,0,0,0,25,0,0,0,"Control"
"SRR10911418",0,26,0,0,141,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,38,0,0,0,0,0,2552,4,20,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,101,0,0,0,135,0,0,7807,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,990,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,"Control"
"SRR10911419",0,0,6,0,0,22,0,0,0,0,0,0,115,20,826,0,0,9547,0,0,20,0,0,0,473,124,0,0,0,0,0,0,0,0,0,0,0,175,5,0,67,0,0,0,0,4,0,14558,8,248,0,1562,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,276,611,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,10,14,62,0,0,0,0,0,0,0,0,0,0,44,0,0,0,5803,0,0,5,0,0,0,0,0,506,0,0,288,0,0,0,0,0,0,0,0,102,0,0,70,0,0,0,32,0,77,0,0,25320,1271,419,0,31,0,0,0,79,0,0,0,0,0,14,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9053,0,0,0,0,0,0,0,0,128,5,0,0,500,0,0,0,257,0,0,247,0,0,0,7,4,396,0,0,2073,0,0,0,0,0,0,11311,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,245,198,0,0,759,0,0,0,32,0,0,0,0,0,0,0,852,0,4482,0,0,0,12,0,3,0,172,0,0,0,0,0,0,0,0,0,0,428,0,0,0,"Control"
"SRR10911420",0,4,7,3376,0,511,18,0,0,0,175,0,0,0,798,0,0,129,0,0,68,0,12,0,7294,23,4699,69,0,0,394,17,0,0,0,0,0,1125,9,0,51,0,0,0,0,0,0,12298,613,154,514,3570,0,0,242,666,0,0,378,0,0,1090,35,0,0,0,0,0,161,0,0,0,6,324,0,64,0,0,206,1348,0,0,0,215,0,0,335,0,0,6,0,32,100,0,0,1152,9,0,52,0,0,0,0,0,0,0,0,0,0,45,0,1075,0,6939,0,0,280,32,0,0,5467,728,45,7,128,1701,0,0,0,0,0,12,21,49,4,0,0,230,0,0,11385,25,0,205,0,0,360,1389,1005,0,49,0,0,510,731,0,283,0,84,0,17,156,0,0,0,7433,18,0,0,22,0,0,0,0,1738,0,0,146,768,22,0,431,0,0,0,0,62,86,335,0,333,0,667,127,2260,0,299,0,0,266,0,28,0,19,0,1187,0,0,10,0,0,0,15,888,0,18209,0,0,2497,864,471,4119,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,2,0,0,21,906,0,0,6706,219,0,0,81,102,0,63,0,0,0,0,2200,0,4820,1176,0,0,10,0,0,0,127,0,6159,804,0,1490,0,0,0,0,52,260,39,10,0,"PD"
"SRR10911421",0,3,2,42,0,100,21,0,0,341,0,16,17,34,236,3,0,0,0,0,6,0,15,0,158,1039,859,0,0,0,5,0,0,0,0,0,0,59,187,0,0,0,0,0,0,0,0,3319,822,553,19,434,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,903,27,0,78,0,75,569,0,0,9,0,0,0,6,0,0,0,8190,29,0,0,4,101,25,3,18,0,0,0,0,0,0,0,10,0,0,5279,0,0,0,710,0,0,11,6,0,0,11,0,29,0,0,45,0,0,0,10,0,0,0,0,0,0,0,0,0,86,0,0,0,167,0,0,0,107,23,0,8,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3833,0,0,371,0,0,0,0,0,0,0,38,0,637,0,98,0,0,66,22,0,0,0,0,241,0,0,0,0,0,0,0,2,0,566,0,0,0,0,365,186,0,0,0,0,0,0,0,31,32183,0,730,0,0,0,0,0,0,0,66,37,0,0,597,0,0,0,19,0,0,21,0,0,0,2524,20,0,962,116,0,8,0,39,0,0,23,0,771,144,0,132,0,0,0,0,0,0,0,0,0,"PD"
"SRR10911422",0,0,0,0,11,1215,0,0,0,6,236,0,607,29,1114,2,0,0,0,0,0,0,0,0,9621,0,36,0,0,0,94,0,6,0,0,0,0,1399,4,0,0,0,0,0,0,0,0,57225,0,15,0,2359,0,0,163,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,6011,0,0,0,221,0,0,0,0,0,0,0,27,0,0,0,0,0,3343,0,0,1004,37,89,9,0,0,0,704,0,0,0,7,59,0,8496,0,165,0,17856,0,0,0,0,0,0,18,138,453,0,0,779,0,0,0,0,0,0,3,0,4,0,0,0,10,0,13,36,10,88,0,0,0,1801,1035,0,0,0,0,469,2631,0,0,0,1567,0,76,68,0,0,0,0,0,0,0,0,0,0,0,16,43,0,0,14,0,0,0,0,0,0,0,0,0,0,33,7831,6,9,0,9,0,0,0,0,0,346,0,0,0,0,0,2355,0,0,523,0,0,0,0,115,0,5,4,398,146,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,14,0,40,0,0,0,0,0,61,0,1654,0,0,0,0,0,0,694,41,0,1977,103,0,0,0,0,0,0,0,122,0,0,0,"Control"
