"","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..tenue.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","X28.4","Abiotrophia","Acetanaerobacterium","Acetatifactor","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aeromonas","Agathobacter","Akkermansia","Alcaligenes","Alcanivorax","Alistipes","Allisonella","Alloprevotella","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","ASF356","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Butyricicoccus","Butyricimonas","CAG.352","CAG.56","Calorithrix","Campylobacter","Candidatus.Profftella","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","Christensenella","Christensenellaceae.R.7.group","Chryseobacterium","Citrobacter","Cloacibacillus","Clostridioides","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.2","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Halomonas","Harryflintia","Helicobacter","Holdemanella","Holdemania","Holzapfelia","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Klebsiella","Kluyvera","Kosakonia","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lautropia","Lawsonella","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Mailhella","Mannheimia","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mogibacterium","Monoglobus","Morganella","Moryella","Murdochiella","Muribaculum","Murimonas","Negativibacillus","Negativicoccus","Neisseria","NK4A214.group","Ochrobactrum","Odoribacter","Oerskovia","Olsenella","Oscillibacter","Oscillospira","Ottowia","Oxalobacter","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Paucibacter","Pectobacterium","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Phyllobacterium","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Psychrobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rhodococcus","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Salinibacter","Salmonella","Sarcina","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","Syntrophococcus","Tepidimonas","Terrisporobacter","Thermus","TM7x","Trabulsiella","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.008","UCG.009","Uruburuella","Varibaculum","Veillonella","Victivallis","Weissella","status"
"SRR11524151",10,13,77,0,745,0,0,0,105,0,288,36,0,102,385,0,0,0,0,0,0,0,0,0,18,0,1292,0,0,0,742,0,0,0,0,0,0,0,613,17,0,0,0,0,0,0,0,0,0,5976,0,1796,95,3365,0,34,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,65,0,0,0,0,0,0,0,126,0,0,0,0,1439,0,0,0,0,0,41,0,96,0,1128,0,0,0,0,0,0,19,12,0,0,0,0,25,0,0,0,0,239,22,0,0,0,239,54,0,75,0,0,13,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,167,0,0,0,0,88,0,0,0,0,8,0,790,0,0,5,0,0,0,0,0,0,0,902,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,957,0,0,238,0,0,0,0,30,0,0,0,0,0,0,0,1243,0,0,26,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,22,0,0,"Control"
"SRR11524152",10,0,0,0,0,0,0,0,0,0,0,0,0,430,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13337,0,293,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,99,75,0,0,0,42,0,86,0,0,0,1536,0,0,0,0,0,47,0,0,0,0,978,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,28,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,"ASD"
"SRR11524153",0,0,18,0,78,0,0,0,0,0,114,0,42,273,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,10622,0,1351,162,1953,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,31,36,0,0,0,0,0,0,116,0,92,0,0,0,2995,23,0,7,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,49,0,0,0,0,711,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,335,92,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,889,499,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,190,0,0,0,0,0,0,8,0,0,62,0,0,0,0,0,0,0,0,0,606,0,0,"Control"
"SRR11524154",0,0,66,0,246,0,0,0,44,0,29,43,0,0,41,0,0,0,0,0,0,0,0,0,31,0,950,17,0,0,31,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,6512,0,1390,34,1487,0,359,0,0,79,0,0,0,0,0,0,0,0,0,0,0,396,0,0,2,0,0,0,16,55,0,0,30,57,0,0,0,0,0,0,0,1199,0,0,171,0,12,0,0,0,0,0,0,0,0,104,0,0,0,0,5539,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,80,0,0,0,0,341,151,0,46,0,28,324,0,103,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,79,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,0,0,0,6,0,1182,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,378,0,0,0,0,0,33,0,0,0,0,0,0,602,1224,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,8,0,0,0,0,305,0,0,"Control"
"SRR11524155",0,0,54,0,176,0,0,0,0,0,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,713,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,4142,0,2644,0,607,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,30,238,0,0,0,158,0,0,0,0,0,0,0,265,0,0,229,0,16,0,0,0,0,0,0,0,0,53,0,0,0,0,5826,0,15,0,0,0,0,0,0,0,200,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,353,0,0,0,0,369,0,0,10,0,7,157,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,126,0,0,0,0,0,0,0,0,35,0,0,0,0,36,0,0,0,0,0,0,338,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,15,0,44,99,0,0,149,0,0,0,0,68,0,0,0,0,0,0,0,301,883,0,0,0,0,0,0,0,0,12,0,0,0,0,37,0,0,0,0,19,0,0,29,0,0,"Control"
"SRR11524156",0,0,0,0,210,0,0,0,59,0,18,69,0,0,66,0,0,0,0,0,0,0,0,0,0,0,4029,0,0,0,189,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,8288,0,473,0,1090,0,56,0,0,115,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,89,0,0,77,0,5,0,0,0,0,0,0,0,0,96,0,0,0,0,3763,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,119,0,0,0,0,608,463,0,0,0,170,293,0,107,0,178,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1496,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,1132,436,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,23,0,0,0,0,45,0,0,"Control"
"SRR11524157",0,0,236,0,70,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,40,0,194,0,0,0,28,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,8755,0,34,271,1135,0,205,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,7,11,0,0,0,0,0,0,51,0,99,0,0,0,2182,0,0,0,0,0,71,0,0,0,282,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,94,13,0,0,0,266,0,0,0,0,0,338,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,94,10,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,1888,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,594,0,0,52,0,0,0,0,13,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR11524158",0,0,0,0,284,0,0,138,29,0,71,47,0,44,92,0,0,0,0,0,0,0,0,0,97,0,241,37,0,0,1216,0,0,0,0,0,0,0,238,23,0,0,0,0,0,0,0,0,0,2982,452,1399,264,1237,0,30,79,32,197,0,0,0,0,0,0,0,13,0,0,0,91,0,0,73,0,25,0,51,186,0,0,0,535,0,0,0,0,0,0,62,0,0,0,209,0,28,0,0,0,0,0,0,0,0,188,21,0,0,0,1071,0,41,68,0,0,36,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82,0,0,0,0,56,0,0,19,0,117,71,0,82,0,0,0,28,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,275,0,83,0,0,65,0,0,40,0,0,0,343,101,0,87,0,0,0,0,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,137,756,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,269,3020,0,0,0,0,0,0,6,0,31,0,0,0,0,335,182,0,321,0,19,0,0,30,0,0,"Control"
"SRR11524159",29,0,135,0,802,0,0,0,27,0,0,0,0,0,179,0,0,0,0,0,0,0,0,12,202,0,0,0,0,0,512,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,664,0,2828,42,1635,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,459,0,0,81,0,399,0,0,1861,0,0,0,50,0,0,0,0,0,0,0,0,0,0,304,7,90,21,0,0,0,0,0,0,35,0,0,0,0,0,565,0,35,72,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,40,12,45,0,0,0,78,0,0,0,0,45,37,0,0,0,10,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,145,0,64,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,376,0,0,0,83,15,0,0,0,0,0,0,0,258,100,0,0,0,0,0,0,18,0,0,0,0,0,0,792,51,0,500,0,24,0,0,16,0,0,"Control"
"SRR11524160",0,13,364,0,506,0,0,0,55,0,176,0,0,0,343,0,0,0,0,0,0,0,0,7,62,0,2807,0,0,0,1118,0,0,0,0,0,0,0,386,6,0,0,0,0,0,0,0,0,0,9489,0,335,159,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,18,0,35,338,0,0,0,200,0,0,0,0,0,0,0,1238,0,0,0,9,0,37,0,0,0,0,0,0,0,338,22,0,0,0,3494,0,13,0,0,0,21,0,0,0,323,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,80,288,0,0,0,0,349,16,0,0,0,64,225,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,16,0,0,115,0,0,0,0,54,0,0,0,0,0,0,282,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,266,603,0,0,669,0,0,0,0,60,0,0,0,0,0,0,0,315,545,0,0,0,0,165,0,0,0,10,0,0,0,0,36,0,0,52,0,0,0,0,0,0,0,"Control"
"SRR11524161",43,0,0,0,396,0,0,0,0,0,75,0,38,680,459,0,0,0,0,0,0,0,0,100,0,0,486,0,0,0,0,0,0,0,0,0,0,0,724,23,0,0,0,0,0,0,0,0,0,5679,0,4839,124,3430,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,58,154,0,0,0,0,0,0,194,0,0,0,0,0,361,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,68,106,0,0,0,0,3252,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,646,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,48,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,53,0,31,0,0,242,0,0,0,0,0,0,0,0,0,34,0,0,"Control"
"SRR11524162",0,0,80,0,0,0,0,0,0,0,109,101,0,0,202,0,0,0,0,0,0,0,0,0,68,0,1301,0,0,0,7,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,12527,0,68,0,1133,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,55,0,0,0,0,0,0,0,421,0,0,42,0,15,0,0,0,0,0,0,0,0,282,0,0,0,0,2687,0,0,0,0,0,55,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,205,100,0,0,0,22,158,0,117,0,271,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,134,0,0,0,0,16,0,0,0,0,0,0,80,0,0,876,0,0,0,0,0,0,0,897,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1321,0,0,594,0,0,0,0,48,0,0,0,0,0,0,0,42,1117,0,0,0,0,0,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR11524163",0,0,33,0,286,0,0,0,0,0,40,0,98,43,370,0,0,0,0,0,0,0,0,8,0,0,291,0,0,0,85,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,5547,0,3066,28,1831,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,27,0,0,0,0,0,0,0,255,0,0,393,0,51,0,0,0,0,0,0,0,12,0,0,0,0,0,2310,4,0,0,0,0,15,0,0,0,411,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,87,0,0,0,0,1053,74,0,18,0,50,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,844,0,0,0,0,125,0,0,0,0,0,0,0,0,29,0,14,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,912,825,0,144,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,"ASD"
"SRR11524164",0,0,158,0,114,0,0,318,0,0,0,0,50,0,334,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,159,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,7444,0,494,23,1984,0,160,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,240,0,0,0,400,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,14,0,0,0,0,0,92,60,0,0,0,2191,0,0,5,0,0,8,0,0,0,518,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,186,25,0,0,0,285,238,0,0,0,148,160,0,104,0,169,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1798,0,0,532,0,0,0,53,0,24,0,0,0,0,0,0,138,399,0,166,0,0,177,0,0,0,22,0,35,0,0,159,0,0,43,0,0,0,0,53,0,0,"ASD"
"SRR11524165",0,0,14,0,194,0,0,0,0,0,0,0,116,0,115,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,452,115,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,5256,0,942,74,1011,0,0,84,0,18,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,28,0,0,206,0,0,99,129,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,39,0,0,0,0,0,41,0,0,0,0,2325,0,0,9,0,0,14,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,260,0,0,27,0,6,182,0,0,0,36,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,46,0,0,0,0,0,0,0,0,33,0,43,0,0,7,0,0,0,0,0,0,1680,145,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,574,0,0,430,0,0,0,0,0,20,0,0,0,0,0,0,0,483,0,18,0,0,0,0,0,0,81,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,"ASD"
"SRR11524166",0,0,469,0,92,0,0,0,0,0,0,0,0,77,72,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,7,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,11160,0,687,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,45,0,0,0,0,0,0,0,25,7,40,0,0,0,856,0,0,0,0,0,11,0,0,0,62,0,0,0,0,0,0,0,139,0,0,0,0,4,0,0,0,0,24,0,0,0,0,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,798,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,727,0,0,"ASD"
"SRR11524167",0,0,303,0,20,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,240,22,0,0,20,18,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,3143,0,930,27,441,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,23,31,0,0,0,161,0,0,0,0,0,0,0,0,0,0,99,0,9,0,0,0,0,0,0,0,0,56,130,0,0,0,4156,0,0,0,0,0,12,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,118,14,0,0,0,0,124,0,56,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,31,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,3379,0,0,0,0,0,5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,129,174,0,153,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,290,0,0,"ASD"
"SRR11524168",0,0,0,0,388,0,0,0,0,0,10,0,122,61,24,0,0,0,0,0,0,0,0,0,0,0,78,126,0,0,112,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,4068,0,932,82,4918,0,137,0,0,76,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,545,0,0,0,197,0,0,0,0,0,0,123,0,0,0,245,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,3582,0,5,7,0,0,17,0,0,0,379,0,0,0,0,0,0,0,35,0,0,0,324,0,0,0,0,0,123,0,0,0,0,97,0,0,0,0,123,242,0,0,0,152,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,521,0,0,136,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1012,0,0,18,0,0,0,0,0,189,0,0,0,0,0,0,379,171,0,0,0,0,0,0,0,0,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,"ASD"
"SRR11524169",0,0,0,0,279,0,0,0,0,0,95,0,0,1305,662,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,85,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,12669,0,1069,31,3347,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,57,0,40,0,0,0,0,31,0,110,0,0,0,1136,0,0,6,0,0,71,0,0,0,110,0,0,0,0,0,0,0,21,0,0,0,0,16,0,0,0,0,0,19,0,0,0,1465,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,192,0,0,0,0,98,0,0,0,0,0,0,0,634,0,0,6,0,0,0,0,0,0,0,138,6,29,0,0,0,0,0,0,0,0,0,13,0,0,"ASD"
"SRR11524170",0,0,19,0,206,0,0,0,0,0,139,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,3048,0,0,0,0,0,0,0,0,0,0,0,1017,0,0,0,0,0,0,0,0,0,0,4020,72,858,0,4860,0,134,5,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,89,0,0,612,0,0,14,12,0,0,0,0,0,0,0,0,0,0,587,0,32,0,0,0,0,0,0,0,0,269,21,0,0,0,1331,0,0,13,0,0,24,0,0,0,370,235,0,0,0,0,0,0,50,0,0,0,153,0,0,0,0,0,154,0,0,0,0,250,0,0,0,0,78,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,86,741,0,256,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,16,0,209,5056,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,166,165,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,"ASD"
