"","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..tenue.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","X28.4","Abiotrophia","Acetanaerobacterium","Acetatifactor","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aeromonas","Agathobacter","Akkermansia","Alcaligenes","Alcanivorax","Alistipes","Allisonella","Alloprevotella","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","ASF356","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Butyricicoccus","Butyricimonas","CAG.352","CAG.56","Calorithrix","Campylobacter","Candidatus.Profftella","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","Christensenella","Christensenellaceae.R.7.group","Chryseobacterium","Citrobacter","Cloacibacillus","Clostridioides","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.2","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Halomonas","Harryflintia","Helicobacter","Holdemanella","Holdemania","Holzapfelia","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Klebsiella","Kluyvera","Kosakonia","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lautropia","Lawsonella","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Mailhella","Mannheimia","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mogibacterium","Monoglobus","Morganella","Moryella","Murdochiella","Muribaculum","Murimonas","Negativibacillus","Negativicoccus","Neisseria","NK4A214.group","Ochrobactrum","Odoribacter","Oerskovia","Olsenella","Oscillibacter","Oscillospira","Ottowia","Oxalobacter","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Paucibacter","Pectobacterium","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Phyllobacterium","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Psychrobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rhodococcus","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Salinibacter","Salmonella","Sarcina","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","Syntrophococcus","Tepidimonas","Terrisporobacter","Thermus","TM7x","Trabulsiella","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.008","UCG.009","Uruburuella","Varibaculum","Veillonella","Victivallis","Weissella","status"
"SRR16229706",0,0,240,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,282,0,0,2953,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,7076,0,561,696,266,0,31,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,57,0,140,40,0,0,0,0,0,0,0,0,0,0,0,566,0,0,102,27,0,0,0,0,0,0,0,0,0,12,35,0,0,0,1077,0,0,20,0,0,132,0,0,0,238,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,92,0,0,0,136,137,0,0,0,0,432,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,78,0,0,340,0,0,0,0,454,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,299,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,26,735,0,421,0,0,0,0,0,0,50,0,0,47,0,1285,0,0,55,0,0,0,0,0,0,0,"ASD"
"SRR16229707",28,0,0,0,0,0,0,0,39,0,0,0,0,603,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,5931,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1683,0,0,0,0,0,0,508,0,114,0,0,0,224,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9109,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,134,0,88,0,0,0,0,0,0,0,0,0,1703,0,0,"ASD"
"SRR16229708",0,0,0,0,0,0,0,0,0,0,0,0,0,29,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10422,0,86,59,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,19,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,149,84,0,0,0,227,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,689,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,82,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,"ASD"
"SRR16229709",14,0,205,0,0,0,0,0,0,0,0,0,0,217,932,0,0,0,0,0,0,0,0,0,0,0,1980,0,0,0,930,0,0,0,0,0,0,0,47,59,0,0,0,0,0,0,0,0,0,13437,0,1581,0,59,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,0,0,19,0,0,67,0,0,0,0,1090,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,135,66,0,0,0,0,172,289,0,0,0,0,0,0,0,0,79,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,631,0,2158,0,0,0,0,0,0,0,67,0,42,0,53,0,0,0,0,0,0,0,0,0,0,"ASD"
"SRR16229710",0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,9,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2228,0,190,0,122,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,97,0,0,0,52,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1577,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,178,0,0,0,489,0,0,0,0,0,0,0,0,0,0,345,470,0,22,0,0,24,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,11465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,162,0,931,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,"ASD"
"SRR16229711",0,0,0,0,0,0,0,0,0,0,0,0,0,1172,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10365,12,2184,0,57,0,42,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,270,345,0,0,0,271,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,1437,21,0,0,0,0,861,0,0,0,29,130,0,0,0,0,0,0,68,0,0,0,0,50,0,0,0,59,0,0,0,0,0,475,358,0,0,0,0,28,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,45,0,0,107,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,251,67,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,52,0,442,0,0,0,0,0,0,0,40,0,35,0,0,0,0,0,0,0,0,0,690,0,0,"ASD"
"SRR16229712",0,0,75,0,143,0,0,239,409,0,44,0,0,1244,1306,0,0,0,0,0,0,0,0,0,0,0,691,94,0,0,2868,0,0,0,0,0,0,0,49,203,0,0,0,0,0,0,0,0,0,4460,0,936,466,55,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,46,0,0,0,0,0,423,0,0,0,0,0,0,0,108,1531,0,0,0,18,0,0,0,0,0,0,0,0,0,123,182,0,0,0,6115,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,22,0,0,0,0,814,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,198,0,0,96,0,554,0,0,41,0,0,0,0,0,0,1592,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,29,798,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,49,491,0,60,0,0,0,0,0,0,0,0,0,65,0,330,63,0,65,0,0,0,0,21,0,0,"ASD"
"SRR16229713",0,0,0,0,0,0,0,0,0,0,0,0,0,2936,643,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10127,0,0,0,74,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,34,0,0,0,125,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,155,0,0,0,0,0,0,655,526,0,268,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1789,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,"ASD"
"SRR16229716",0,0,0,0,0,0,0,0,0,0,0,0,0,43,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4566,0,240,38,1520,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,173,0,0,0,90,0,0,0,0,0,0,0,0,0,0,168,0,22,34,0,0,0,0,0,0,26,0,31,0,0,0,4733,0,0,0,0,0,0,0,0,0,295,16,0,0,0,0,0,0,44,0,0,0,156,12,0,0,0,60,0,0,0,0,0,728,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,118,0,0,27,0,0,7,0,0,0,209,0,0,281,0,0,0,0,0,0,0,572,0,0,0,6,0,9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1126,0,460,0,0,0,0,0,0,0,0,0,58,0,113,0,0,70,0,0,0,0,0,0,0,"Control"
"SRR16229717",0,0,165,0,0,0,0,0,0,0,38,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,1067,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,6024,0,1709,82,117,0,25,98,41,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,106,0,0,0,98,0,0,0,0,0,0,0,2388,0,0,81,0,0,0,0,0,0,0,0,0,17,0,95,0,0,0,807,0,25,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,144,0,0,0,0,0,6,0,0,0,445,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,3074,0,0,0,0,0,0,0,0,28,0,0,0,0,0,16,33,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,27,746,0,230,0,0,0,0,0,0,0,0,0,62,0,1189,217,0,55,0,0,0,0,0,0,0,"ASD"
"SRR16229718",0,0,900,0,7,0,0,0,0,0,60,0,0,23,302,0,0,0,0,0,0,0,0,0,0,0,1246,138,0,0,2592,0,0,0,0,0,0,0,91,20,0,0,0,0,0,0,0,0,0,7881,0,1122,44,105,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,5,0,55,34,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,36,0,0,0,0,0,0,0,6,67,0,0,0,0,482,0,0,0,0,0,104,0,45,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,225,139,0,0,0,189,200,0,0,0,872,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,31,0,0,98,0,0,0,0,0,0,705,0,0,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,218,0,0,265,0,0,0,0,124,0,0,0,0,0,0,0,84,94,0,0,0,0,0,0,0,0,0,115,64,0,0,59,0,0,6,0,0,0,0,245,0,0,"ASD"
"SRR16229719",0,0,316,0,0,0,0,0,120,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,665,34,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096,114,216,28,30,0,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,17,41,0,0,0,93,0,0,0,0,0,0,24,809,0,0,79,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,75,963,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,119,354,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,9585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,89,55,0,170,0,0,0,0,21,0,0,"Control"
"SRR16229727",0,0,1368,0,0,0,0,34,0,0,0,0,0,86,55,0,0,0,0,0,0,0,0,0,0,0,1695,72,0,0,396,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,11238,235,348,60,193,0,51,48,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,57,81,0,0,0,0,0,0,0,0,0,0,17,20,0,0,67,0,0,0,0,0,0,0,0,0,0,131,52,0,0,0,2922,0,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,589,0,0,0,0,1792,0,0,0,42,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,48,0,149,0,0,0,0,0,0,0,0,0,689,379,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,179,322,0,594,0,0,0,0,0,0,11,0,0,16,0,136,69,0,0,0,0,0,0,26,0,0,"Control"
"SRR16229728",0,0,282,0,20,0,0,0,192,0,65,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,192,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,4916,0,81,53,185,0,7,59,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,0,0,66,0,0,0,0,0,0,89,43,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,490,0,0,0,0,0,34,0,0,0,30,2498,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,48,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,364,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,168,0,0,0,0,15,0,0,0,0,0,0,0,0,262,0,483,0,0,0,0,0,0,0,46,0,58,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR16229730",0,0,86,0,0,0,0,0,0,0,0,0,0,268,128,0,0,0,0,0,0,0,0,0,0,0,96,72,0,0,887,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20904,0,50,0,43,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,40,0,18,0,0,0,0,0,0,0,0,0,190,0,0,0,629,0,0,0,0,0,884,0,0,0,0,429,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,29,207,0,0,90,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,352,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,107,51,0,0,0,0,0,0,0,0,0,58,0,89,0,0,0,0,0,0,0,0,0,8,0,0,"Control"
"SRR16229734",0,0,0,0,0,0,0,0,0,0,0,0,0,1050,345,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6246,0,1497,0,345,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,53,0,0,0,0,0,0,0,203,0,1232,0,0,0,1821,0,0,0,0,0,191,0,0,0,0,465,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,69,0,0,115,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10660,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,147,95,0,11,0,0,0,0,0,0,0,98,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,29,0,173,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,"ASD"
"SRR16229735",0,0,895,31,0,0,0,0,0,0,387,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,90,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,13906,0,1446,96,1709,0,280,39,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,22,0,0,0,4067,0,0,11,0,0,292,0,43,0,234,23,0,0,0,0,0,0,307,0,0,0,0,8,0,0,0,53,57,0,0,0,0,647,0,0,0,0,0,381,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,121,0,0,18,0,0,0,0,0,0,1683,0,0,27,0,0,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,747,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,242,1735,0,740,0,0,0,0,0,0,0,0,0,39,0,0,149,0,0,0,0,0,0,0,0,0,"ASD"
"SRR16229737",0,0,375,0,0,0,0,0,0,0,0,0,0,153,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,70,41,0,0,0,0,0,0,0,0,0,14658,563,2201,212,196,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,78,43,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,55,0,0,49,0,0,0,0,0,0,21,0,89,0,0,0,3673,0,28,21,0,0,130,0,0,0,687,0,0,0,0,0,0,0,58,0,0,0,0,14,0,0,0,0,42,29,0,0,0,696,686,0,0,0,0,533,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,308,0,0,72,0,0,0,0,0,0,1153,0,0,961,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,558,965,0,168,0,0,0,0,0,0,0,0,0,0,0,240,290,0,152,0,0,0,0,68,0,0,"ASD"
"SRR16229738",11,0,81,0,0,0,0,0,0,0,152,0,0,1436,268,0,0,0,0,0,0,0,0,0,0,0,324,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16979,0,1519,263,147,0,91,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,276,250,0,0,0,0,0,0,0,0,0,0,0,472,0,0,21,0,0,0,0,0,0,0,0,0,18,60,2400,0,0,0,2494,0,0,0,0,0,142,0,0,0,305,0,0,0,0,0,0,0,48,0,0,0,0,31,0,0,0,0,0,15,0,0,0,684,0,0,0,0,0,210,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,50,0,0,0,0,0,0,0,0,75,0,0,0,0,115,0,0,0,0,0,0,48,0,0,1466,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,106,0,0,44,0,0,0,0,16,0,0,0,0,0,0,0,701,51,0,0,0,0,0,0,0,0,0,0,0,355,0,151,0,0,359,0,0,0,0,1070,0,0,"ASD"
"SRR16229739",0,0,0,0,0,0,0,0,0,0,0,0,0,4342,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8743,0,1299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1570,0,0,0,436,0,0,0,0,0,688,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ASD"
